,Date (GMT),Count
0,2013-04-12 00:00:00,13
1,2013-04-12 01:00:00,9
2,2013-04-12 02:00:00,8
3,2013-04-12 03:00:00,12
4,2013-04-12 04:00:00,5
5,2013-04-12 05:00:00,6
6,2013-04-12 06:00:00,2
7,2013-04-12 07:00:00,4
8,2013-04-12 08:00:00,2
9,2013-04-12 09:00:00,4
10,2013-04-12 10:00:00,3
11,2013-04-12 11:00:00,9
12,2013-04-12 12:00:00,12
13,2013-04-12 13:00:00,4
14,2013-04-12 14:00:00,10
15,2013-04-12 15:00:00,11
16,2013-04-12 16:00:00,21
17,2013-04-12 17:00:00,15
18,2013-04-12 18:00:00,12
19,2013-04-12 19:00:00,12
20,2013-04-12 20:00:00,9
21,2013-04-12 21:00:00,7
22,2013-04-12 22:00:00,11
23,2013-04-12 23:00:00,13
24,2013-04-13 00:00:00,11
25,2013-04-13 01:00:00,12
26,2013-04-13 02:00:00,12
27,2013-04-13 03:00:00,12
28,2013-04-13 04:00:00,6
29,2013-04-13 05:00:00,5
30,2013-04-13 06:00:00,3
31,2013-04-13 07:00:00,1
32,2013-04-13 08:00:00,4
33,2013-04-13 09:00:00,1
34,2013-04-13 10:00:00,3
35,2013-04-13 11:00:00,10
36,2013-04-13 12:00:00,6
37,2013-04-13 13:00:00,13
38,2013-04-13 14:00:00,26
39,2013-04-13 15:00:00,6
40,2013-04-13 16:00:00,18
41,2013-04-13 17:00:00,11
42,2013-04-13 18:00:00,18
43,2013-04-13 19:00:00,13
44,2013-04-13 20:00:00,15
45,2013-04-13 21:00:00,5
46,2013-04-13 22:00:00,16
47,2013-04-13 23:00:00,13
48,2013-04-14 00:00:00,0
49,2013-04-14 01:00:00,0
50,2013-04-14 02:00:00,0
51,2013-04-14 03:00:00,0
52,2013-04-14 04:00:00,0
53,2013-04-14 05:00:00,0
54,2013-04-14 06:00:00,0
55,2013-04-14 07:00:00,0
56,2013-04-14 08:00:00,0
57,2013-04-14 09:00:00,0
58,2013-04-14 10:00:00,0
59,2013-04-14 11:00:00,0
60,2013-04-14 12:00:00,0
61,2013-04-14 13:00:00,0
62,2013-04-14 14:00:00,0
63,2013-04-14 15:00:00,0
64,2013-04-14 16:00:00,0
65,2013-04-14 17:00:00,0
66,2013-04-14 18:00:00,0
67,2013-04-14 19:00:00,0
68,2013-04-14 20:00:00,0
69,2013-04-14 21:00:00,0
70,2013-04-14 22:00:00,0
71,2013-04-14 23:00:00,0
72,2013-04-15 00:00:00,0
73,2013-04-15 01:00:00,0
74,2013-04-15 02:00:00,0
75,2013-04-15 03:00:00,0
76,2013-04-15 04:00:00,0
77,2013-04-15 05:00:00,0
78,2013-04-15 06:00:00,0
79,2013-04-15 07:00:00,0
80,2013-04-15 08:00:00,0
81,2013-04-15 09:00:00,0
82,2013-04-15 10:00:00,0
83,2013-04-15 11:00:00,0
84,2013-04-15 12:00:00,0
85,2013-04-15 13:00:00,0
86,2013-04-15 14:00:00,0
87,2013-04-15 15:00:00,0
88,2013-04-15 16:00:00,0
89,2013-04-15 17:00:00,0
90,2013-04-15 18:00:00,0
91,2013-04-15 19:00:00,7
92,2013-04-15 20:00:00,26
93,2013-04-15 21:00:00,40
94,2013-04-15 22:00:00,30
95,2013-04-15 23:00:00,15
96,2013-04-16 00:00:00,12
97,2013-04-16 01:00:00,8
98,2013-04-16 02:00:00,10
99,2013-04-16 03:00:00,14
100,2013-04-16 04:00:00,1
101,2013-04-16 05:00:00,3
102,2013-04-16 06:00:00,8
103,2013-04-16 07:00:00,8
104,2013-04-16 08:00:00,3
105,2013-04-16 09:00:00,5
106,2013-04-16 10:00:00,5
107,2013-04-16 11:00:00,5
108,2013-04-16 12:00:00,1
109,2013-04-16 13:00:00,7
110,2013-04-16 14:00:00,4
111,2013-04-16 15:00:00,5
112,2013-04-16 16:00:00,6
113,2013-04-16 17:00:00,2
114,2013-04-16 18:00:00,5
115,2013-04-16 19:00:00,3
116,2013-04-16 20:00:00,4
117,2013-04-16 21:00:00,11
118,2013-04-16 22:00:00,1
119,2013-04-16 23:00:00,1
120,2013-04-17 00:00:00,2
121,2013-04-17 01:00:00,1
122,2013-04-17 02:00:00,0
123,2013-04-17 03:00:00,0
124,2013-04-17 04:00:00,1
125,2013-04-17 05:00:00,3
126,2013-04-17 06:00:00,1
127,2013-04-17 07:00:00,2
128,2013-04-17 08:00:00,3
129,2013-04-17 09:00:00,2
130,2013-04-17 10:00:00,1
131,2013-04-17 11:00:00,0
132,2013-04-17 12:00:00,3
133,2013-04-17 13:00:00,2
134,2013-04-17 14:00:00,0
135,2013-04-17 15:00:00,5
136,2013-04-17 16:00:00,3
137,2013-04-17 17:00:00,9
138,2013-04-17 18:00:00,13
139,2013-04-17 19:00:00,19
140,2013-04-17 20:00:00,3
141,2013-04-17 21:00:00,3
142,2013-04-17 22:00:00,2
143,2013-04-17 23:00:00,2
144,2013-04-18 00:00:00,3
145,2013-04-18 01:00:00,4
146,2013-04-18 02:00:00,3
147,2013-04-18 03:00:00,3
148,2013-04-18 04:00:00,5
149,2013-04-18 05:00:00,3
150,2013-04-18 06:00:00,3
151,2013-04-18 07:00:00,2
152,2013-04-18 08:00:00,1
153,2013-04-18 09:00:00,0
154,2013-04-18 10:00:00,2
155,2013-04-18 11:00:00,2
156,2013-04-18 12:00:00,1
157,2013-04-18 13:00:00,4
158,2013-04-18 14:00:00,1
159,2013-04-18 15:00:00,2
160,2013-04-18 16:00:00,2
161,2013-04-18 17:00:00,0
162,2013-04-18 18:00:00,0
163,2013-04-18 19:00:00,2
164,2013-04-18 20:00:00,2
165,2013-04-18 21:00:00,16
166,2013-04-18 22:00:00,10
167,2013-04-18 23:00:00,5
168,2013-04-19 00:00:00,5
169,2013-04-19 01:00:00,2
170,2013-04-19 02:00:00,1
171,2013-04-19 03:00:00,1
172,2013-04-19 04:00:00,1
173,2013-04-19 05:00:00,3
174,2013-04-19 06:00:00,7
175,2013-04-19 07:00:00,19
176,2013-04-19 08:00:00,12
177,2013-04-19 09:00:00,8
178,2013-04-19 10:00:00,28
179,2013-04-19 11:00:00,23
180,2013-04-19 12:00:00,32
181,2013-04-19 13:00:00,17
182,2013-04-19 14:00:00,16
183,2013-04-19 15:00:00,30
184,2013-04-19 16:00:00,34
185,2013-04-19 17:00:00,31
186,2013-04-19 18:00:00,17
187,2013-04-19 19:00:00,29
188,2013-04-19 20:00:00,18
189,2013-04-19 21:00:00,11
190,2013-04-19 22:00:00,12
191,2013-04-19 23:00:00,50
192,2013-04-20 00:00:00,59
193,2013-04-20 01:00:00,60
194,2013-04-20 02:00:00,23
195,2013-04-20 03:00:00,4
196,2013-04-20 04:00:00,0
197,2013-04-20 05:00:00,7
198,2013-04-20 06:00:00,6
199,2013-04-20 07:00:00,5
200,2013-04-20 08:00:00,4
201,2013-04-20 09:00:00,7
202,2013-04-20 10:00:00,3
203,2013-04-20 11:00:00,3
204,2013-04-20 12:00:00,0
205,2013-04-20 13:00:00,3
206,2013-04-20 14:00:00,6
207,2013-04-20 15:00:00,5
208,2013-04-20 16:00:00,5
209,2013-04-20 17:00:00,4
210,2013-04-20 18:00:00,1
211,2013-04-20 19:00:00,8
212,2013-04-20 20:00:00,0
213,2013-04-20 21:00:00,4
214,2013-04-20 22:00:00,2
215,2013-04-20 23:00:00,3
216,2013-04-21 00:00:00,0
217,2013-04-21 01:00:00,2
218,2013-04-21 02:00:00,1
219,2013-04-21 03:00:00,2
220,2013-04-21 04:00:00,1
221,2013-04-21 05:00:00,1
222,2013-04-21 06:00:00,0
223,2013-04-21 07:00:00,0
224,2013-04-21 08:00:00,1
225,2013-04-21 09:00:00,2
226,2013-04-21 10:00:00,0
227,2013-04-21 11:00:00,4
228,2013-04-21 12:00:00,2
229,2013-04-21 13:00:00,0
230,2013-04-21 14:00:00,2
231,2013-04-21 15:00:00,2
232,2013-04-21 16:00:00,4
233,2013-04-21 17:00:00,6
234,2013-04-21 18:00:00,4
235,2013-04-21 19:00:00,4
236,2013-04-21 20:00:00,1
237,2013-04-21 21:00:00,1
238,2013-04-21 22:00:00,2
239,2013-04-21 23:00:00,2
240,2013-04-22 00:00:00,0
241,2013-04-22 01:00:00,2
242,2013-04-22 02:00:00,2
243,2013-04-22 03:00:00,0
244,2013-04-22 04:00:00,1
245,2013-04-22 05:00:00,2
246,2013-04-22 06:00:00,1
247,2013-04-22 07:00:00,2
248,2013-04-22 08:00:00,0
249,2013-04-22 09:00:00,2
250,2013-04-22 10:00:00,4
251,2013-04-22 11:00:00,4
252,2013-04-22 12:00:00,3
253,2013-04-22 13:00:00,4
254,2013-04-22 14:00:00,2
255,2013-04-22 15:00:00,1
256,2013-04-22 16:00:00,2
257,2013-04-22 17:00:00,10
258,2013-04-22 18:00:00,5
259,2013-04-22 19:00:00,4
260,2013-04-22 20:00:00,4
261,2013-04-22 21:00:00,3
262,2013-04-22 22:00:00,6
263,2013-04-22 23:00:00,1
264,2013-04-23 00:00:00,2
265,2013-04-23 01:00:00,5
266,2013-04-23 02:00:00,0
267,2013-04-23 03:00:00,0
268,2013-04-23 04:00:00,1
269,2013-04-23 05:00:00,0
270,2013-04-23 06:00:00,1
271,2013-04-23 07:00:00,0
272,2013-04-23 08:00:00,0
273,2013-04-23 09:00:00,0
274,2013-04-23 10:00:00,1
275,2013-04-23 11:00:00,0
276,2013-04-23 12:00:00,1
277,2013-04-23 13:00:00,1
278,2013-04-23 14:00:00,2
279,2013-04-23 15:00:00,2
280,2013-04-23 16:00:00,3
281,2013-04-23 17:00:00,2
282,2013-04-23 18:00:00,1
283,2013-04-23 19:00:00,0
284,2013-04-23 20:00:00,1
285,2013-04-23 21:00:00,4
286,2013-04-23 22:00:00,0
287,2013-04-23 23:00:00,0
288,2013-04-24 00:00:00,0
289,2013-04-24 01:00:00,1
290,2013-04-24 02:00:00,1
291,2013-04-24 03:00:00,0
292,2013-04-24 04:00:00,0
293,2013-04-24 05:00:00,0
294,2013-04-24 06:00:00,1
295,2013-04-24 07:00:00,0
296,2013-04-24 08:00:00,2
297,2013-04-24 09:00:00,0
298,2013-04-24 10:00:00,0
299,2013-04-24 11:00:00,2
300,2013-04-24 12:00:00,0
301,2013-04-24 13:00:00,2
302,2013-04-24 14:00:00,0
303,2013-04-24 15:00:00,3
304,2013-04-24 16:00:00,7
305,2013-04-24 17:00:00,3
306,2013-04-24 18:00:00,1
307,2013-04-24 19:00:00,2
308,2013-04-24 20:00:00,0
309,2013-04-24 21:00:00,1
310,2013-04-24 22:00:00,1
311,2013-04-24 23:00:00,0
312,2013-04-25 00:00:00,1
313,2013-04-25 01:00:00,2
314,2013-04-25 02:00:00,0
315,2013-04-25 03:00:00,1
316,2013-04-25 04:00:00,1
317,2013-04-25 05:00:00,2
318,2013-04-25 06:00:00,0
319,2013-04-25 07:00:00,1
320,2013-04-25 08:00:00,0
321,2013-04-25 09:00:00,3
322,2013-04-25 10:00:00,1
323,2013-04-25 11:00:00,0
324,2013-04-25 12:00:00,3
325,2013-04-25 13:00:00,0
326,2013-04-25 14:00:00,3
327,2013-04-25 15:00:00,1
328,2013-04-25 16:00:00,0
329,2013-04-25 17:00:00,1
330,2013-04-25 18:00:00,7
331,2013-04-25 19:00:00,0
332,2013-04-25 20:00:00,2
333,2013-04-25 21:00:00,1
334,2013-04-25 22:00:00,0
335,2013-04-25 23:00:00,0
336,2013-04-26 00:00:00,0
337,2013-04-26 01:00:00,1
338,2013-04-26 02:00:00,0
339,2013-04-26 03:00:00,1
340,2013-04-26 04:00:00,2
341,2013-04-26 05:00:00,0
342,2013-04-26 06:00:00,1
343,2013-04-26 07:00:00,0
344,2013-04-26 08:00:00,2
345,2013-04-26 09:00:00,0
346,2013-04-26 10:00:00,0
347,2013-04-26 11:00:00,1
348,2013-04-26 12:00:00,0
349,2013-04-26 13:00:00,1
350,2013-04-26 14:00:00,1
351,2013-04-26 15:00:00,0
352,2013-04-26 16:00:00,0
353,2013-04-26 17:00:00,1
354,2013-04-26 18:00:00,2
355,2013-04-26 19:00:00,1
356,2013-04-26 20:00:00,0
357,2013-04-26 21:00:00,0
358,2013-04-26 22:00:00,0
359,2013-04-26 23:00:00,0
360,2013-04-27 00:00:00,0
361,2013-04-27 01:00:00,0
362,2013-04-27 02:00:00,0
363,2013-04-27 03:00:00,0
364,2013-04-27 04:00:00,0
365,2013-04-27 05:00:00,0
366,2013-04-27 06:00:00,0
367,2013-04-27 07:00:00,0
368,2013-04-27 08:00:00,0
369,2013-04-27 09:00:00,0
370,2013-04-27 10:00:00,1
371,2013-04-27 11:00:00,0
372,2013-04-27 12:00:00,1
373,2013-04-27 13:00:00,1
374,2013-04-27 14:00:00,0
375,2013-04-27 15:00:00,1
376,2013-04-27 16:00:00,1
377,2013-04-27 17:00:00,0
378,2013-04-27 18:00:00,0
379,2013-04-27 19:00:00,1
380,2013-04-27 20:00:00,0
381,2013-04-27 21:00:00,1
382,2013-04-27 22:00:00,0
383,2013-04-27 23:00:00,0
384,2013-04-28 00:00:00,0
385,2013-04-28 01:00:00,1
386,2013-04-28 02:00:00,0
387,2013-04-28 03:00:00,1
388,2013-04-28 04:00:00,0
389,2013-04-28 05:00:00,1
390,2013-04-28 06:00:00,0
391,2013-04-28 07:00:00,0
392,2013-04-28 08:00:00,0
393,2013-04-28 09:00:00,0
394,2013-04-28 10:00:00,0
395,2013-04-28 11:00:00,0
396,2013-04-28 12:00:00,1
397,2013-04-28 13:00:00,0
398,2013-04-28 14:00:00,0
399,2013-04-28 15:00:00,0
400,2013-04-28 16:00:00,0
401,2013-04-28 17:00:00,1
402,2013-04-28 18:00:00,1
403,2013-04-28 19:00:00,1
404,2013-04-28 20:00:00,0
405,2013-04-28 21:00:00,0
406,2013-04-28 22:00:00,0
407,2013-04-28 23:00:00,0
408,2013-04-29 00:00:00,0
409,2013-04-29 01:00:00,0
410,2013-04-29 02:00:00,0
411,2013-04-29 03:00:00,0
412,2013-04-29 04:00:00,1
413,2013-04-29 05:00:00,0
414,2013-04-29 06:00:00,0
415,2013-04-29 07:00:00,0
416,2013-04-29 08:00:00,0
417,2013-04-29 09:00:00,0
418,2013-04-29 10:00:00,0
419,2013-04-29 11:00:00,2
420,2013-04-29 12:00:00,1
421,2013-04-29 13:00:00,0
422,2013-04-29 14:00:00,0
423,2013-04-29 15:00:00,0
424,2013-04-29 16:00:00,2
425,2013-04-29 17:00:00,0
426,2013-04-29 18:00:00,0
427,2013-04-29 19:00:00,0
428,2013-04-29 20:00:00,0
429,2013-04-29 21:00:00,0
430,2013-04-29 22:00:00,0
431,2013-04-29 23:00:00,1
432,2013-04-30 00:00:00,1
433,2013-04-30 01:00:00,1
434,2013-04-30 02:00:00,0
435,2013-04-30 03:00:00,0
436,2013-04-30 04:00:00,0
437,2013-04-30 05:00:00,0
438,2013-04-30 06:00:00,0
439,2013-04-30 07:00:00,0
440,2013-04-30 08:00:00,0
441,2013-04-30 09:00:00,0
442,2013-04-30 10:00:00,0
443,2013-04-30 11:00:00,0
444,2013-04-30 12:00:00,0
445,2013-04-30 13:00:00,0
446,2013-04-30 14:00:00,0
447,2013-04-30 15:00:00,0
448,2013-04-30 16:00:00,0
449,2013-04-30 17:00:00,1
450,2013-04-30 18:00:00,0
451,2013-04-30 19:00:00,0
452,2013-04-30 20:00:00,0
453,2013-04-30 21:00:00,2
454,2013-04-30 22:00:00,0
455,2013-04-30 23:00:00,1
